20 2 23,
35 2 4,
50 2 0,
75 2 0,
100 2 0,
20 5 54,
35 5 25,
50 5 12,
75 5 3,
100 5 1,
20 10 77,
35 10 55,
50 10 40,
75 10 22,
100 10 12
